MSOA11CD,RGN11NM
E02005888,East Midlands
E02005886,East Midlands
E02005891,East Midlands
E02005887,East Midlands
E02005885,East Midlands
E02005884,East Midlands
E02005882,East Midlands
E02005890,East Midlands
E02005900,East Midlands
E02005905,East Midlands
E02005897,East Midlands
E02005898,East Midlands
E02005893,East Midlands
E02005894,East Midlands
E02005901,East Midlands
E02005895,East Midlands
E02005903,East Midlands
E02005902,East Midlands
E02005904,East Midlands
E02005896,East Midlands
E02005899,East Midlands
E02005907,East Midlands
E02005920,East Midlands
E02005908,East Midlands
E02005916,East Midlands
E02005909,East Midlands
E02005912,East Midlands
E02005913,East Midlands
E02005911,East Midlands
E02005910,East Midlands
E02005917,East Midlands
E02005918,East Midlands
E02005915,East Midlands
E02005914,East Midlands
E02005919,East Midlands
E02005906,East Midlands
E02005923,South East
E02005932,South East
E02005935,South East
E02005933,South East
E02005939,South East
E02005922,South East
E02005931,South East
E02005926,South East
E02005924,South East
E02005925,South East
E02005934,South East
E02005937,South East
E02005938,South East
E02005928,South East
E02005929,South East
E02005930,South East
E02005936,South East
E02005921,South East
E02005927,South East
E02005944,South East
E02005954,South East
E02005952,South East
E02005955,South East
E02005945,South East
E02005940,South East
E02005949,South East
E02005953,South East
E02005950,South East
E02005941,South East
E02005957,South East
E02005946,South East
E02005951,South East
E02005948,South East
E02005943,South East
E02005942,South East
E02005947,South East
E02005956,South East
E02005971,South East
E02005969,South East
E02005968,South East
E02005964,South East
E02005963,South East
E02005975,South East
E02005962,South East
E02005959,South East
E02005973,South East
E02005974,South East
E02005976,South East
E02005977,South East
E02005972,South East
E02005967,South East
E02005961,South East
E02005958,South East
E02005960,South East
E02005965,South East
E02005966,South East
E02005970,South East
E02005991,South East
E02005983,South East
E02005982,South East
E02005981,South East
E02005978,South East
E02005992,South East
E02005987,South East
E02005984,South East
E02005979,South East
E02005980,South East
E02005985,South East
E02005988,South East
E02006886,South East
E02005986,South East
E02006006,South East
E02005997,South East
E02006003,South East
E02005998,South East
E02005996,South East
E02006000,South East
E02006005,South East
E02005995,South East
E02005993,South East
E02005994,South East
E02006007,South East
E02006002,South East
E02005999,South East
E02006004,South East
E02006057,South West
E02006001,South East
E02006051,South West
E02006050,South West
E02006060,South West
E02006054,South West
E02006059,South West
E02006053,South West
E02006055,South West
E02006052,South West
E02006056,South West
E02006047,South West
E02006048,South West
E02006065,South West
E02006066,South West
E02006074,South West
E02006062,South West
E02006067,South West
E02006061,South West
E02006072,South West
E02006063,South West
E02006068,South West
E02006073,South West
E02006064,South West
E02006071,South West
E02006058,South West
E02006070,South West
E02006069,South West
E02006049,South West
E02006095,South West
E02006076,South West
E02006093,South West
E02006092,South West
E02006087,South West
E02006096,South West
E02006091,South West
E02006083,South West
E02006077,South West
E02006085,South West
E02006088,South West
E02006098,South West
E02006082,South West
E02006084,South West
E02006080,South West
E02006097,South West
E02006094,South West
E02006081,South West
E02006079,South West
E02006078,South West
E02006090,South West
E02006075,South West
E02006089,South West
E02006086,South West
E02006111,South West
E02006112,South West
E02006103,South West
E02006106,South West
E02006102,South West
E02006100,South West
E02006104,South West
E02006107,South West
E02006105,South West
E02006110,South West
E02006108,South West
E02006109,South West
E02006099,South West
E02006101,South West
E02006113,South West
E02006114,South West
E02006115,South West
E02006117,South West
E02006122,West Midlands
E02006128,West Midlands
E02006121,West Midlands
E02006116,South West
E02006118,West Midlands
E02006126,West Midlands
E02006130,West Midlands
E02006125,West Midlands
E02006123,West Midlands
E02006119,West Midlands
E02006129,West Midlands
E02006120,West Midlands
E02006124,West Midlands
E02006127,West Midlands
E02006139,West Midlands
E02006140,West Midlands
E02006132,West Midlands
E02006137,West Midlands
E02006136,West Midlands
E02006133,West Midlands
E02006135,West Midlands
E02006131,West Midlands
E02006143,West Midlands
E02006141,West Midlands
E02006145,West Midlands
E02006134,West Midlands
E02006144,West Midlands
E02006142,West Midlands
E02006138,West Midlands
E02006149,West Midlands
E02006154,West Midlands
E02006147,West Midlands
E02006159,West Midlands
E02006171,West Midlands
E02006172,West Midlands
E02006169,West Midlands
E02006160,West Midlands
E02006167,West Midlands
E02006165,West Midlands
E02006150,West Midlands
E02006146,West Midlands
E02006170,West Midlands
E02006173,West Midlands
E02006161,West Midlands
E02006158,West Midlands
E02006168,West Midlands
E02006166,West Midlands
E02006163,West Midlands
E02006164,West Midlands
E02006162,West Midlands
E02006148,West Midlands
E02006152,West Midlands
E02006155,West Midlands
E02006156,West Midlands
E02006157,West Midlands
E02006153,West Midlands
E02006151,West Midlands
E02006181,West Midlands
E02006176,West Midlands
E02006179,West Midlands
E02006177,West Midlands
E02006182,West Midlands
E02006180,West Midlands
E02006187,West Midlands
E02006174,West Midlands
E02006185,West Midlands
E02006186,West Midlands
E02006178,West Midlands
E02006183,West Midlands
E02006184,West Midlands
E02006175,West Midlands
E02006199,West Midlands
E02006191,West Midlands
E02006192,West Midlands
E02006197,West Midlands
E02006188,West Midlands
E02006194,West Midlands
E02006190,West Midlands
E02006198,West Midlands
E02006200,West Midlands
E02006203,West Midlands
E02006193,West Midlands
E02006201,West Midlands
E02006195,West Midlands
E02006202,West Midlands
E02006189,West Midlands
E02006204,West Midlands
E02006196,West Midlands
E02006208,West Midlands
E02006209,West Midlands
E02006213,West Midlands
E02006214,West Midlands
E02006216,West Midlands
E02006205,West Midlands
E02006212,West Midlands
E02006206,West Midlands
E02006207,West Midlands
E02006215,West Midlands
E02006211,West Midlands
E02006210,West Midlands
E02006225,West Midlands
E02006226,West Midlands
E02006218,West Midlands
E02006217,West Midlands
E02006219,West Midlands
E02006220,West Midlands
E02006221,West Midlands
E02006223,West Midlands
E02006224,West Midlands
E02006222,West Midlands
E02006227,East of England
E02006231,East of England
E02006232,East of England
E02006228,East of England
E02006234,East of England
E02006233,East of England
E02006230,East of England
E02006237,East of England
E02006235,East of England
E02006229,East of England
E02006236,East of England
E02006826,East of England
E02006238,East of England
E02006241,East of England
E02006242,East of England
E02006239,East of England
E02006240,East of England
E02006260,East of England
E02006246,East of England
E02006254,East of England
E02006247,East of England
E02006257,East of England
E02006243,East of England
E02006259,East of England
E02006251,East of England
E02006248,East of England
E02006245,East of England
E02006249,East of England
E02006256,East of England
E02006253,East of England
E02006252,East of England
E02006250,East of England
E02006255,East of England
E02006258,East of England
E02006272,East of England
E02006261,East of England
E02006262,East of England
E02006269,East of England
E02006263,East of England
E02006266,East of England
E02006265,East of England
E02006270,East of England
E02006268,East of England
E02006271,East of England
E02006264,East of England
E02006267,East of England
E02006281,East of England
E02006286,East of England
E02006278,East of England
E02006282,East of England
E02006284,East of England
E02006285,East of England
E02006279,East of England
E02006275,East of England
E02006280,East of England
E02006274,East of England
E02006273,East of England
E02006276,East of England
E02006283,East of England
E02006277,East of England
E02006289,East of England
E02006298,East of England
E02006294,East of England
E02006300,East of England
E02006295,East of England
E02006287,East of England
E02006301,East of England
E02006296,East of England
E02006297,East of England
E02006293,East of England
E02006299,East of England
E02006290,East of England
E02006288,East of England
E02006292,East of England
E02006291,East of England
E02006304,East of England
E02006307,East of England
E02006313,East of England
E02006314,East of England
E02006308,East of England
E02006315,East of England
E02006309,East of England
E02006312,East of England
E02006310,East of England
E02006302,East of England
E02006316,East of England
E02006306,East of England
E02006311,East of England
E02006305,East of England
E02006303,East of England
E02006329,South East
E02006326,South East
E02006330,South East
E02006321,South East
E02006325,South East
E02006322,South East
E02006334,South East
E02006323,South East
E02006324,South East
E02006328,South East
E02006327,South East
E02006333,South East
E02006318,South East
E02006317,South East
E02006319,South East
E02006320,South East
E02006331,South East
E02006332,South East
E02006338,South East
E02006341,South East
E02006336,South East
E02006335,South East
E02006837,South East
E02006339,South East
E02006343,South East
E02006337,South East
E02006342,South East
E02006349,South East
E02006353,South East
E02006357,South East
